id
>othe_000000001 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=Sardinops melanostictus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB032554'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 41697}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sardinops melanostictus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=41697; species=41697; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sardinops melanostictus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sardinops melanostictus']}; genus_name=Sardinops; family_name=Clupeidae; genus=28380; order=32446; 
">othe_000049653 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9895; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB074962'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 27592}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Bovinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 21}; rank=subfamily; taxid=27592; species=None; order_name=Artiodactyla; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9821428571428571}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Bovinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Bos taurus', 'Bison bonasus']}; genus_name=None; family_name=Bovidae; genus=None; order=91561; "
>othe_000049654 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=86367; species_name=Taeniura meyeni; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF448025'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 651724}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Taeniura meyeni; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=651724; species=651724; order_name=Myliobatiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9723756906077348}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Taeniura meyeni'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Taeniura meyeni']}; genus_name=Taeniura; family_name=Potamotrygonidae; genus=86376; order=117851; 
>othe_000049671 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9895; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB074962'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 27592}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Bovinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 18}; rank=subfamily; taxid=27592; species=None; order_name=Artiodactyla; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9880952380952381}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Bovinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Bos taurus']}; genus_name=None; family_name=Bovidae; genus=None; order=91561; 
>othe_000049744 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP005985'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13584}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6104651162790697}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000049821 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GU217678'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13329}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6062176165803109}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000049917 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=461499; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MN181432'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 103980}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Atherinopsinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 8}; rank=subfamily; taxid=103980; species=None; order_name=Atheriniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9176470588235294}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Atherinopsinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Odontesthes incisa', 'Odontesthes bonariensis', 'Odontesthes sp. Odsp-001', 'Leuresthes tenuis', 'Odontesthes hatcheri']}; genus_name=None; family_name=Atherinopsidae; genus=None; order=8075; "
>othe_000049932 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'JQ707047'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12016}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6043956043956044}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000049959 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP006775'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 11185}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6294416243654822}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000050060 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8682634730538922}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
>othe_000050070 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=28735; species_name=Elephantulus fuscipes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 483426}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Elephantulus fuscipes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=483426; species=483426; order_name=Macroscelidea; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9367816091954023}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Elephantulus fuscipes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes']}; genus_name=Elephantulus; family_name=Macroscelididae; genus=28736; order=28734; 
">othe_000050111 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'D38116'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 207598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Homininae; match_count={'db_elas02_fish_addhuman_clean_uniq': 72}; rank=subfamily; taxid=207598; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.935672514619883}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Homininae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla beringei', 'Gorilla gorilla', 'Pan paniscus', 'Pan troglodytes']}; genus_name=None; family_name=Hominidae; genus=None; order=9443; "
>othe_000050136 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'JF911716'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12298}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6153846153846154}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000050183 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'HM068587'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9596}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Pan; match_count={'db_elas02_fish_addhuman_clean_uniq': 134}; rank=genus; taxid=9596; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9421965317919075}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan paniscus', 'Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; "
">othe_000050210 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=29146; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KU244257'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 145345}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Acanthurinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 4}; rank=subfamily; taxid=145345; species=None; order_name=Acanthuriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9588235294117647}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Acanthurinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Ctenochaetus striatus', 'Acanthurus gahhm', 'Acanthurus xanthopterus', 'Acanthurus sohal']}; genus_name=None; family_name=Acanthuridae; genus=None; order=1489937; "
>othe_000050246 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9527; species_name=Macaca mulatta; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC196864'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9544}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Macaca mulatta; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9544; species=9544; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8860759493670886}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Macaca mulatta'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Macaca mulatta']}; genus_name=Macaca; family_name=Cercopithecidae; genus=9539; order=9443; 
>othe_000050301 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KY747492'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 1489922}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eupercaria; match_count={'db_elas02_fish_addhuman_clean_uniq': 38}; rank=clade; taxid=1489922; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8793103448275862}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eupercaria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000050357 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP004412'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 1489845}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'suborder'}; scientific_name=Gadoidei; match_count={'db_elas02_fish_addhuman_clean_uniq': 34}; rank=suborder; taxid=1489845; species=None; order_name=Gadiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8620689655172413}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gadoidei'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=8043; 
">othe_000050381 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MH194498'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7948}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Clupeinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 38}; rank=subfamily; taxid=7948; species=None; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9767441860465116}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Clupeinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sprattus sprattus', 'Clupea pallasii', 'Clupea harengus']}; genus_name=None; family_name=Clupeidae; genus=None; order=32446; "
>othe_000050394 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'HQ167053'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13848}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5950920245398773}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000050488 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'FJ616332'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12075}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6178010471204188}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000050498 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MN122842'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 14295}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5754189944134078}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000050583 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pongo abelii; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC206041'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9601}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pongo abelii; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9601; species=9601; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9285714285714286}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pongo abelii'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pongo abelii']}; genus_name=Pongo; family_name=Hominidae; genus=9599; order=9443; 
>othe_000050625 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Gorilla gorilla; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KM510341'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9593}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Gorilla gorilla; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9593; species=9593; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9647058823529412}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gorilla gorilla'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla gorilla']}; genus_name=Gorilla; family_name=Hominidae; genus=9592; order=9443; 
">othe_000050660 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 13}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9190751445086706}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus', 'Pan troglodytes']}; genus_name=None; family_name=None; genus=None; order=None; "
>othe_000050712 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8511904761904762}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
">othe_000050797 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'D38116'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 207598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Homininae; match_count={'db_elas02_fish_addhuman_clean_uniq': 65}; rank=subfamily; taxid=207598; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9473684210526315}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Homininae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla beringei', 'Pan paniscus', 'Pan troglodytes']}; genus_name=None; family_name=Hominidae; genus=None; order=9443; "
